Datetime,T2M,LSTM
01-06-2025 10:00:00,36,35.45900806
01-06-2025 11:00:00,36.13333333,36.40162961
01-06-2025 12:00:00,36.26666667,36.95123925
01-06-2025 13:00:00,36.4,36.94504687
01-06-2025 14:00:00,34.73333333,34.63787878
01-06-2025 15:00:00,33.06666667,33.73333967
01-06-2025 16:00:00,31.4,31.46648611
01-06-2025 17:00:00,30.66666667,30.51591724
01-06-2025 18:00:00,29.93333333,29.65901132
01-06-2025 19:00:00,29.2,29.06473144
01-06-2025 20:00:00,28.6,28.42640205
01-06-2025 21:00:00,28,28.07621245
01-06-2025 22:00:00,27.4,27.47181087
01-06-2025 23:00:00,26.86666667,26.86802889
02-06-2025 00:00:00,26.33333333,26.52873802
02-06-2025 01:00:00,25.8,26.3324732
02-06-2025 02:00:00,27.06666667,27.49132019
02-06-2025 03:00:00,28.33333333,27.66926677
02-06-2025 04:00:00,29.6,28.45785175
02-06-2025 05:00:00,31.33333333,31.7511739
02-06-2025 06:00:00,33.06666667,32.45537993
02-06-2025 07:00:00,34.8,34.69948186
02-06-2025 08:00:00,35.2,34.67670955
02-06-2025 09:00:00,35.6,34.79412985
02-06-2025 10:00:00,36,36.24214949
02-06-2025 11:00:00,35.4,35.73950451
02-06-2025 12:00:00,34.8,34.54217671
02-06-2025 13:00:00,34.2,33.04125066
02-06-2025 14:00:00,32.73333333,32.48904539
02-06-2025 15:00:00,31.26666667,31.44188675
02-06-2025 16:00:00,29.8,29.13861064
02-06-2025 17:00:00,29,29.08200105
02-06-2025 18:00:00,28.2,28.19315323
02-06-2025 19:00:00,27.4,27.65906703
02-06-2025 20:00:00,27,27.05347797
02-06-2025 21:00:00,26.6,26.16483034
02-06-2025 22:00:00,26.2,26.73512304
02-06-2025 23:00:00,26.13333333,26.06243675
03-06-2025 00:00:00,26.06666667,26.05445571
03-06-2025 01:00:00,26,25.58262988
03-06-2025 02:00:00,27.53333333,27.33509148
03-06-2025 03:00:00,29.06666667,28.67097087
03-06-2025 04:00:00,30.6,30.52265617
03-06-2025 05:00:00,31.93333333,32.69883263
03-06-2025 06:00:00,33.26666667,32.65313383
03-06-2025 07:00:00,34.6,33.87839341
03-06-2025 08:00:00,34.6,35.25792737
03-06-2025 09:00:00,34.6,34.50638761
03-06-2025 10:00:00,34.6,34.30078157
03-06-2025 11:00:00,33.06666667,33.53172618
03-06-2025 12:00:00,31.53333333,31.26249383
03-06-2025 13:00:00,30,30.81661637
03-06-2025 14:00:00,29.13333333,29.436511
03-06-2025 15:00:00,28.26666667,28.04846605
03-06-2025 16:00:00,27.4,28.36477756
03-06-2025 17:00:00,27.53333333,27.26244938
03-06-2025 18:00:00,27.66666667,27.99854181
03-06-2025 19:00:00,27.8,27.93384771
03-06-2025 20:00:00,27.46666667,28.04882307
03-06-2025 21:00:00,27.13333333,27.83166237
03-06-2025 22:00:00,26.6,26.61431269
03-06-2025 23:00:00,26.2,25.86306129
04-06-2025 00:00:00,26.13333333,26.33903913
04-06-2025 01:00:00,26.06666667,25.76358314
04-06-2025 02:00:00,26,26.90041415
04-06-2025 03:00:00,27.53333333,27.59439379
04-06-2025 04:00:00,29.06666667,28.90328991
04-06-2025 05:00:00,30.6,30.68259154
04-06-2025 06:00:00,31.93333333,31.33088014
04-06-2025 07:00:00,33.26666667,32.83214766
04-06-2025 08:00:00,34.6,35.13684142
04-06-2025 09:00:00,34.6,34.30622795
04-06-2025 10:00:00,34.6,34.13180718
04-06-2025 11:00:00,34.6,34.83999841
04-06-2025 12:00:00,33.06666667,33.59692969
04-06-2025 13:00:00,31.53333333,31.85485903
04-06-2025 14:00:00,30,30.44544607
04-06-2025 15:00:00,29.13333333,28.79488428
04-06-2025 16:00:00,28.26666667,27.63081361
04-06-2025 17:00:00,27.4,28.07141682
04-06-2025 18:00:00,27.53333333,27.38902652
04-06-2025 19:00:00,27.66666667,27.55449073
04-06-2025 20:00:00,27.8,28.39398648
04-06-2025 21:00:00,27.46666667,27.71542029
04-06-2025 22:00:00,27.13333333,27.33721254
04-06-2025 23:00:00,28.04166667,29.00988515
05-06-2025 00:00:00,28.03333333,27.74554323
05-06-2025 01:00:00,28.025,28.43994272
05-06-2025 02:00:00,28.01666667,28.04216371
05-06-2025 03:00:00,28.00833333,28.12845145
05-06-2025 04:00:00,28,28.68355186
05-06-2025 05:00:00,29.4,29.62711105
05-06-2025 06:00:00,30.8,31.04073332
05-06-2025 07:00:00,32.2,32.67963986
05-06-2025 08:00:00,33.6,33.43678818
05-06-2025 09:00:00,35,34.62469403
05-06-2025 10:00:00,36.4,35.93274712
05-06-2025 11:00:00,36.13333333,35.25395193
05-06-2025 12:00:00,35.86666667,36.78623045
05-06-2025 13:00:00,35.6,35.10663022
05-06-2025 14:00:00,34.33333333,34.2343857
05-06-2025 15:00:00,33.06666667,32.942872
05-06-2025 16:00:00,31.8,31.93747645
05-06-2025 17:00:00,31,31.36480877
05-06-2025 18:00:00,30.2,30.58481544
05-06-2025 19:00:00,29.4,29.13923984
05-06-2025 20:00:00,28.93333333,28.85859423
05-06-2025 21:00:00,28.46666667,28.59304027
05-06-2025 22:00:00,28,27.88878195
05-06-2025 23:00:00,28,28.71882679
06-06-2025 00:00:00,28,28.21957067
06-06-2025 01:00:00,28,28.32864734
06-06-2025 02:00:00,27.86666667,28.16311619
06-06-2025 03:00:00,27.73333333,28.25812679
06-06-2025 04:00:00,27.6,27.6809553
06-06-2025 05:00:00,27.2,26.62003912
06-06-2025 06:00:00,26.8,26.97874589
06-06-2025 07:00:00,26.4,26.10870434
06-06-2025 08:00:00,28.86666667,28.6302621
06-06-2025 09:00:00,31.33333333,31.59556329
06-06-2025 10:00:00,33.8,34.35377702
06-06-2025 11:00:00,33.93333333,33.94284627
06-06-2025 12:00:00,34.06666667,34.20478099
06-06-2025 13:00:00,34.2,34.96125367
06-06-2025 14:00:00,33,33.1076681
06-06-2025 15:00:00,31.8,32.96350806
06-06-2025 16:00:00,30.6,30.8529036
06-06-2025 17:00:00,29.53333333,28.74589629
06-06-2025 18:00:00,28.46666667,28.80357129
06-06-2025 19:00:00,27.4,27.57045921
06-06-2025 20:00:00,27,27.57679497
06-06-2025 21:00:00,26.6,26.90105585
06-06-2025 22:00:00,26.2,26.1380806
06-06-2025 23:00:00,26.03333333,25.48581051
07-06-2025 00:00:00,26.03333333,25.93985529
07-06-2025 01:00:00,26.025,25.64463569
07-06-2025 02:00:00,26.01666667,25.75704869
07-06-2025 03:00:00,26.00833333,26.27155359
07-06-2025 04:00:00,26,26.746804
07-06-2025 05:00:00,27.4,27.57650247
07-06-2025 06:00:00,28.8,28.26518484
07-06-2025 07:00:00,30.2,30.39883236
07-06-2025 08:00:00,31.6,32.13514987
07-06-2025 09:00:00,33,32.72729679
07-06-2025 10:00:00,34.4,34.3400657
07-06-2025 11:00:00,34.13333333,34.13990209
07-06-2025 12:00:00,33.86666667,33.51564947
07-06-2025 13:00:00,33.6,33.88991982
07-06-2025 14:00:00,32.33333333,32.27924367
07-06-2025 15:00:00,31.06666667,31.25428728
07-06-2025 16:00:00,29.8,29.40310143
07-06-2025 17:00:00,29,28.8043627
07-06-2025 18:00:00,28.2,28.52305876
07-06-2025 19:00:00,27.4,27.23326395
07-06-2025 20:00:00,26.93333333,27.70565504
07-06-2025 21:00:00,26.46666667,26.28794393
07-06-2025 22:00:00,26,26.10048206
07-06-2025 23:00:00,26,26.4170673
