Datetime,T2M,QGRU
18-05-2025 07:00:00,38.8,38.7824148
18-05-2025 08:00:00,39.26666667,38.9921257
18-05-2025 09:00:00,39.73333333,40.45771153
18-05-2025 10:00:00,40.2,38.73636849
18-05-2025 11:00:00,40.06666667,39.11251666
18-05-2025 12:00:00,39.93333333,38.96639666
18-05-2025 13:00:00,39.8,40.66054012
18-05-2025 14:00:00,37.6,39.14902629
18-05-2025 15:00:00,35.4,35.30541721
18-05-2025 16:00:00,33.2,33.04712543
18-05-2025 17:00:00,31.26666667,31.3301016
18-05-2025 18:00:00,29.33333333,30.38545888
18-05-2025 19:00:00,27.4,26.56024602
18-05-2025 20:00:00,26.66666667,26.88251896
18-05-2025 21:00:00,25.93333333,26.81641234
18-05-2025 22:00:00,25.2,25.65376007
18-05-2025 23:00:00,24.66666667,24.83834013
19-05-2025 00:00:00,24.13333333,25.03981912
19-05-2025 01:00:00,23.6,21.15211905
19-05-2025 02:00:00,25.46666667,26.08050888
19-05-2025 03:00:00,27.33333333,26.74104261
19-05-2025 04:00:00,29.2,27.54229141
19-05-2025 05:00:00,31.93333333,32.39624697
19-05-2025 06:00:00,34.66666667,35.91056739
19-05-2025 07:00:00,37.4,37.27553508
19-05-2025 08:00:00,38.06666667,38.92953127
19-05-2025 09:00:00,38.73333333,40.19331339
19-05-2025 10:00:00,39.4,40.59070568
19-05-2025 11:00:00,39.2,40.68505104
19-05-2025 12:00:00,39,39.67202503
19-05-2025 13:00:00,38.8,38.86830807
19-05-2025 14:00:00,36.73333333,35.28269159
19-05-2025 15:00:00,34.66666667,34.44384761
19-05-2025 16:00:00,32.6,31.83640773
19-05-2025 17:00:00,32.13333333,34.09920557
19-05-2025 18:00:00,31.66666667,31.50739529
19-05-2025 19:00:00,31.2,31.3115667
19-05-2025 20:00:00,30.6,31.09939125
19-05-2025 21:00:00,30,30.03948369
19-05-2025 22:00:00,29.4,30.934934
19-05-2025 23:00:00,28.2,27.63616702
20-05-2025 00:00:00,27,27.17622455
20-05-2025 01:00:00,25.8,25.12766429
20-05-2025 02:00:00,27.36666667,26.17133545
20-05-2025 03:00:00,28.93333333,28.37935286
20-05-2025 04:00:00,30.5,30.46646175
20-05-2025 05:00:00,32.96666667,32.57791697
20-05-2025 06:00:00,35.43333333,34.80631946
20-05-2025 07:00:00,37.9,36.62652537
20-05-2025 08:00:00,39.1,39.0247447
20-05-2025 09:00:00,40.3,38.93741775
20-05-2025 10:00:00,41.5,42.18825995
20-05-2025 11:00:00,41.43333333,41.5079857
20-05-2025 12:00:00,41.36666667,40.04679765
20-05-2025 13:00:00,41.3,41.01999927
20-05-2025 14:00:00,38.7,38.01889341
20-05-2025 15:00:00,36.1,36.38902481
20-05-2025 16:00:00,33.5,34.7138295
20-05-2025 17:00:00,31.9,30.20195911
20-05-2025 18:00:00,30.3,30.40416054
20-05-2025 19:00:00,28.7,28.55499359
20-05-2025 20:00:00,28.1,28.7079243
20-05-2025 21:00:00,27.5,27.69305776
20-05-2025 22:00:00,26.9,26.21906281
20-05-2025 23:00:00,26.16666667,25.87775104
21-05-2025 00:00:00,25.43333333,24.71250126
21-05-2025 01:00:00,24.7,25.67436591
21-05-2025 02:00:00,26.4,26.41929852
21-05-2025 03:00:00,28.1,29.82160139
21-05-2025 04:00:00,29.8,29.7450693
21-05-2025 05:00:00,33.73333333,33.09184372
21-05-2025 06:00:00,37.66666667,36.29593999
21-05-2025 07:00:00,41.6,39.96718758
21-05-2025 08:00:00,42.2,40.76550389
21-05-2025 09:00:00,42.8,43.04189347
21-05-2025 10:00:00,43.4,43.8606701
21-05-2025 11:00:00,43.33333333,41.90150425
21-05-2025 12:00:00,43.26666667,44.07715833
21-05-2025 13:00:00,43.2,42.76256961
21-05-2025 14:00:00,40.4,40.53292673
21-05-2025 15:00:00,37.6,39.05992787
21-05-2025 16:00:00,34.8,35.61212254
21-05-2025 17:00:00,33.4,33.15683516
21-05-2025 18:00:00,32,31.19299112
21-05-2025 19:00:00,30.6,28.65144828
21-05-2025 20:00:00,29.66666667,29.01544564
21-05-2025 21:00:00,28.73333333,28.54214677
21-05-2025 22:00:00,27.8,26.90607092
21-05-2025 23:00:00,27.53333333,27.41447509
22-05-2025 00:00:00,27.26666667,27.33625901
22-05-2025 01:00:00,27,26.79638425
22-05-2025 02:00:00,29.06666667,28.4780643
22-05-2025 03:00:00,31.13333333,31.28605663
22-05-2025 04:00:00,33.2,33.60019428
22-05-2025 05:00:00,35.6,34.61260164
22-05-2025 06:00:00,38,39.27765361
22-05-2025 07:00:00,40.4,40.31072465
22-05-2025 08:00:00,41.66666667,41.68373573
22-05-2025 09:00:00,42.93333333,43.57464877
22-05-2025 10:00:00,44.2,44.41118619
22-05-2025 11:00:00,43.86666667,44.7297686
22-05-2025 12:00:00,43.53333333,43.79333532
22-05-2025 13:00:00,43.2,42.64541437
22-05-2025 14:00:00,40.6,40.92735536
22-05-2025 15:00:00,38,36.96431187
22-05-2025 16:00:00,35.4,35.49830499
22-05-2025 17:00:00,35.66666667,35.63657563
22-05-2025 18:00:00,35.93333333,35.7448755
22-05-2025 19:00:00,36.2,36.08360433
22-05-2025 20:00:00,35.46666667,33.76257988
22-05-2025 21:00:00,34.73333333,34.23644179
22-05-2025 22:00:00,34,34.08407463
22-05-2025 23:00:00,32.66666667,32.81142279
23-05-2025 00:00:00,31.33333333,30.40273391
23-05-2025 01:00:00,30,31.1461472
23-05-2025 02:00:00,31.66666667,30.88231199
23-05-2025 03:00:00,33.33333333,34.21121416
23-05-2025 04:00:00,35,35.38684095
23-05-2025 05:00:00,37.53333333,36.94814961
23-05-2025 06:00:00,40.06666667,41.67427906
23-05-2025 07:00:00,42.6,41.51911588
23-05-2025 08:00:00,43.06666667,43.89899617
23-05-2025 09:00:00,43.53333333,44.43939916
23-05-2025 10:00:00,44,43.39272757
23-05-2025 11:00:00,43.53333333,44.79426429
23-05-2025 12:00:00,43.06666667,42.84023992
23-05-2025 13:00:00,42.6,42.8614232
23-05-2025 14:00:00,40.46666667,40.70239812
23-05-2025 15:00:00,38.33333333,38.21171159
23-05-2025 16:00:00,36.2,36.93421812
23-05-2025 17:00:00,34.66666667,35.38520127
23-05-2025 18:00:00,33.13333333,31.54997029
23-05-2025 19:00:00,31.6,32.78113033
23-05-2025 20:00:00,30.86666667,29.36121615
23-05-2025 21:00:00,30.13333333,31.06834369
23-05-2025 22:00:00,29.4,30.4202749
23-05-2025 23:00:00,29.2,28.21208788
24-05-2025 00:00:00,29,28.62799184
24-05-2025 01:00:00,28.8,27.79874184
24-05-2025 02:00:00,30.26666667,30.0720474
24-05-2025 03:00:00,31.73333333,31.45439642
24-05-2025 04:00:00,33.2,33.90601264
24-05-2025 05:00:00,35.53333333,36.71986836
24-05-2025 06:00:00,37.86666667,39.13051211
24-05-2025 07:00:00,40.2,39.6909352
24-05-2025 08:00:00,41.4,41.21054154
24-05-2025 09:00:00,42.6,41.07558188
24-05-2025 10:00:00,43.8,43.07025362
24-05-2025 11:00:00,43.6,44.47371031
24-05-2025 12:00:00,43.4,44.86297247
24-05-2025 13:00:00,43.2,42.08224956
24-05-2025 14:00:00,41.06666667,40.53016747
24-05-2025 15:00:00,38.93333333,38.9094219
24-05-2025 16:00:00,36.8,37.05369672
24-05-2025 17:00:00,35.2,34.46687283
24-05-2025 18:00:00,33.6,33.98400361
24-05-2025 19:00:00,32,31.57092022
24-05-2025 20:00:00,31.46666667,31.45357958
24-05-2025 21:00:00,30.93333333,31.42801476
24-05-2025 22:00:00,30.4,30.40581561
24-05-2025 23:00:00,30.06666667,29.67150244
25-05-2025 00:00:00,29.73333333,29.63407743
25-05-2025 01:00:00,29.4,29.31998394
25-05-2025 02:00:00,31.33333333,30.99827409
25-05-2025 03:00:00,33.26666667,33.03231687
25-05-2025 04:00:00,35.2,36.64763658
25-05-2025 05:00:00,37.46666667,37.97460083
25-05-2025 06:00:00,39.73333333,39.46576452
25-05-2025 07:00:00,42,42.63111906
25-05-2025 08:00:00,43.2,42.8977136
25-05-2025 09:00:00,44.4,45.46230954
25-05-2025 10:00:00,45.6,45.93472524
25-05-2025 11:00:00,45.06666667,44.96950045
25-05-2025 12:00:00,44.53333333,44.93875825
25-05-2025 13:00:00,44,42.57751114
25-05-2025 14:00:00,41.53333333,40.51300199
25-05-2025 15:00:00,39.06666667,37.98552159
25-05-2025 16:00:00,36.6,36.72944048
25-05-2025 17:00:00,36,37.56885906
25-05-2025 18:00:00,35.4,37.42052822
25-05-2025 19:00:00,34.8,35.37777985
25-05-2025 20:00:00,33.93333333,34.38686729
25-05-2025 21:00:00,33.06666667,31.43573953
25-05-2025 22:00:00,32.2,31.70858797
25-05-2025 23:00:00,31.66666667,30.95329814
26-05-2025 00:00:00,31.13333333,30.57113192
26-05-2025 01:00:00,30.6,30.4477393
26-05-2025 02:00:00,32.23333333,31.80583713
26-05-2025 03:00:00,33.86666667,32.07433446
26-05-2025 04:00:00,35.5,36.17726154
26-05-2025 05:00:00,37.63333333,36.6619232
26-05-2025 06:00:00,39.76666667,39.98331392
26-05-2025 07:00:00,41.9,43.77816174
26-05-2025 08:00:00,43.03333333,42.20079517
26-05-2025 09:00:00,44.16666667,41.87539387
26-05-2025 10:00:00,45.3,45.04101216
26-05-2025 11:00:00,44.96666667,45.96362802
26-05-2025 12:00:00,44.63333333,46.40669237
26-05-2025 13:00:00,44.3,43.18659549
26-05-2025 14:00:00,41.76666667,42.21644695
26-05-2025 15:00:00,39.23333333,38.81197679
26-05-2025 16:00:00,36.7,36.60405968
26-05-2025 17:00:00,35.96666667,38.36122141
26-05-2025 18:00:00,35.23333333,33.87233581
26-05-2025 19:00:00,34.5,34.72977104
26-05-2025 20:00:00,33.7,34.12351418
26-05-2025 21:00:00,32.9,33.88322134
26-05-2025 22:00:00,32.1,32.18872752
26-05-2025 23:00:00,31.7,31.97895163
27-05-2025 00:00:00,31.3,30.94534714
27-05-2025 01:00:00,30.9,31.14370481
27-05-2025 02:00:00,31.4,31.08922618
27-05-2025 03:00:00,31.9,32.46285729
27-05-2025 04:00:00,32.4,32.06530361
27-05-2025 05:00:00,34,34.34147893
27-05-2025 06:00:00,35.6,35.5735014
27-05-2025 07:00:00,37.2,38.21968187
27-05-2025 08:00:00,38,37.953461
27-05-2025 09:00:00,38.8,37.19445081
27-05-2025 10:00:00,39.6,40.74271852
27-05-2025 11:00:00,39.33333333,38.51315785
27-05-2025 12:00:00,39.06666667,38.47465607
27-05-2025 13:00:00,38.8,38.26060576
27-05-2025 14:00:00,36.73333333,37.97793996
27-05-2025 15:00:00,34.66666667,32.73273142
27-05-2025 16:00:00,32.6,35.44135214
27-05-2025 17:00:00,29.66666667,30.62296678
27-05-2025 18:00:00,26.73333333,26.93548476
27-05-2025 19:00:00,23.8,23.75029137
27-05-2025 20:00:00,24.86666667,25.12524688
27-05-2025 21:00:00,25.93333333,26.40522976
27-05-2025 22:00:00,27,27.58426756
27-05-2025 23:00:00,26.06666667,26.56978791
28-05-2025 00:00:00,25.13333333,25.21445209
28-05-2025 01:00:00,24.2,24.02130246
28-05-2025 02:00:00,25.66666667,25.52968289
28-05-2025 03:00:00,27.13333333,26.95683638
28-05-2025 04:00:00,28.6,29.62667249
28-05-2025 05:00:00,30.13333333,30.6708218
28-05-2025 06:00:00,31.66666667,29.00403152
28-05-2025 07:00:00,33.2,33.79394341
28-05-2025 08:00:00,34.06666667,34.24300779
28-05-2025 09:00:00,34.93333333,34.91639183
28-05-2025 10:00:00,35.8,35.44818158
28-05-2025 11:00:00,34.73333333,35.75126069
28-05-2025 12:00:00,33.66666667,34.52468837
28-05-2025 13:00:00,32.6,31.90012951
28-05-2025 14:00:00,30.33333333,30.70193485
28-05-2025 15:00:00,28.06666667,27.18679407
28-05-2025 16:00:00,25.8,24.55070262
28-05-2025 17:00:00,25.86666667,25.29915009
28-05-2025 18:00:00,25.93333333,26.71426383
28-05-2025 19:00:00,26,26.86309144
28-05-2025 20:00:00,25.53333333,25.99795194
28-05-2025 21:00:00,25.06666667,25.72326883
28-05-2025 22:00:00,24.6,25.06741932
28-05-2025 23:00:00,24.66666667,24.08578038
29-05-2025 00:00:00,24.73333333,25.12445583
29-05-2025 01:00:00,24.8,25.52480165
29-05-2025 02:00:00,25.46666667,26.14970652
29-05-2025 03:00:00,26.13333333,27.20994018
29-05-2025 04:00:00,26.8,27.44139641
29-05-2025 05:00:00,28.2,28.51824989
29-05-2025 06:00:00,29.6,30.56906226
29-05-2025 07:00:00,31,30.97598398
29-05-2025 08:00:00,32.06666667,31.26809521
29-05-2025 09:00:00,33.13333333,32.98566991
29-05-2025 10:00:00,34.2,33.52546197
29-05-2025 11:00:00,34,33.38860007
29-05-2025 12:00:00,33.8,33.66913278
29-05-2025 13:00:00,33.6,32.88243324
29-05-2025 14:00:00,32.33333333,32.0544623
29-05-2025 15:00:00,31.06666667,29.35192566
29-05-2025 16:00:00,29.8,29.99314567
29-05-2025 17:00:00,29.06666667,29.06775827
29-05-2025 18:00:00,28.33333333,27.59342811
29-05-2025 19:00:00,27.6,28.19697234
29-05-2025 20:00:00,27.06666667,27.91567254
29-05-2025 21:00:00,26.53333333,25.07762596
29-05-2025 22:00:00,26,25.30932334
29-05-2025 23:00:00,24.46666667,23.77017865
30-05-2025 00:00:00,22.93333333,22.08221487
30-05-2025 01:00:00,21.4,22.15112142
30-05-2025 02:00:00,22.66666667,22.49114964
30-05-2025 03:00:00,23.93333333,23.69380495
30-05-2025 04:00:00,25.2,23.38542545
30-05-2025 05:00:00,27.13333333,27.70872883
30-05-2025 06:00:00,29.06666667,27.94447046
30-05-2025 07:00:00,31,31.0542713
30-05-2025 08:00:00,31.86666667,32.11784217
30-05-2025 09:00:00,32.73333333,33.96546209
30-05-2025 10:00:00,33.6,32.41481272
30-05-2025 11:00:00,30.46666667,27.73238212
30-05-2025 12:00:00,27.33333333,27.49981617
30-05-2025 13:00:00,24.2,25.83043222
30-05-2025 14:00:00,24.2,25.32191364
30-05-2025 15:00:00,24.2,24.38985468
