Datetime,T2M,GRU
07-06-2025 12:00:00,33.86666667,33.22800075
07-06-2025 13:00:00,33.6,33.12858843
07-06-2025 14:00:00,32.33333333,31.92358896
07-06-2025 15:00:00,31.06666667,30.24826064
07-06-2025 16:00:00,29.8,30.74739607
07-06-2025 17:00:00,29,28.79949224
07-06-2025 18:00:00,28.2,28.47304917
07-06-2025 19:00:00,27.4,26.95820773
07-06-2025 20:00:00,26.93333333,25.52310008
07-06-2025 21:00:00,26.46666667,26.6758522
07-06-2025 22:00:00,26,24.51877367
07-06-2025 23:00:00,26,25.9468363
