Datetime,T2M,ANN_SE
01-06-2025 11:00:00,36.13333333,34.7339919
01-06-2025 12:00:00,36.26666667,35.26848881
01-06-2025 13:00:00,36.4,37.12079912
01-06-2025 14:00:00,34.73333333,33.39367795
01-06-2025 15:00:00,33.06666667,31.42933496
01-06-2025 16:00:00,31.4,30.75441651
01-06-2025 17:00:00,30.66666667,31.41669787
01-06-2025 18:00:00,29.93333333,29.73154852
01-06-2025 19:00:00,29.2,28.72394606
01-06-2025 20:00:00,28.6,28.64545424
01-06-2025 21:00:00,28,26.21118219
01-06-2025 22:00:00,27.4,27.90692245
01-06-2025 23:00:00,26.86666667,27.25957066
02-06-2025 00:00:00,26.33333333,25.91391695
02-06-2025 01:00:00,25.8,26.83076589
02-06-2025 02:00:00,27.06666667,25.91132697
02-06-2025 03:00:00,28.33333333,29.48909612
02-06-2025 04:00:00,29.6,29.7583089
02-06-2025 05:00:00,31.33333333,30.98846955
02-06-2025 06:00:00,33.06666667,33.04630225
02-06-2025 07:00:00,34.8,34.69008632
02-06-2025 08:00:00,35.2,36.45041788
02-06-2025 09:00:00,35.6,34.4967322
02-06-2025 10:00:00,36,35.21865029
02-06-2025 11:00:00,35.4,36.46189447
02-06-2025 12:00:00,34.8,34.18975828
02-06-2025 13:00:00,34.2,35.12277181
02-06-2025 14:00:00,32.73333333,34.47473701
02-06-2025 15:00:00,31.26666667,30.85494928
02-06-2025 16:00:00,29.8,30.49818862
02-06-2025 17:00:00,29,27.8178172
02-06-2025 18:00:00,28.2,28.97337149
02-06-2025 19:00:00,27.4,27.60434878
02-06-2025 20:00:00,27,27.48472
02-06-2025 21:00:00,26.6,25.93848548
02-06-2025 22:00:00,26.2,24.497896
02-06-2025 23:00:00,26.13333333,26.64901324
03-06-2025 00:00:00,26.06666667,23.95230762
03-06-2025 01:00:00,26,25.67481251
03-06-2025 02:00:00,27.53333333,28.49775775
03-06-2025 03:00:00,29.06666667,29.26330334
03-06-2025 04:00:00,30.6,32.59645712
03-06-2025 05:00:00,31.93333333,32.98375763
03-06-2025 06:00:00,33.26666667,32.59662021
03-06-2025 07:00:00,34.6,34.62798789
03-06-2025 08:00:00,34.6,34.55145947
03-06-2025 09:00:00,34.6,32.97875126
03-06-2025 10:00:00,34.6,33.63637786
03-06-2025 11:00:00,33.06666667,32.49205773
03-06-2025 12:00:00,31.53333333,29.44682821
03-06-2025 13:00:00,30,30.04866632
03-06-2025 14:00:00,29.13333333,28.87811064
03-06-2025 15:00:00,28.26666667,26.55246053
03-06-2025 16:00:00,27.4,27.81419493
03-06-2025 17:00:00,27.53333333,28.26688461
03-06-2025 18:00:00,27.66666667,27.89930778
03-06-2025 19:00:00,27.8,27.46792894
03-06-2025 20:00:00,27.46666667,28.07271453
03-06-2025 21:00:00,27.13333333,27.83035178
03-06-2025 22:00:00,26.6,26.91499492
03-06-2025 23:00:00,26.2,25.35502389
04-06-2025 00:00:00,26.13333333,26.41676477
04-06-2025 01:00:00,26.06666667,27.29166981
04-06-2025 02:00:00,26,25.38863714
04-06-2025 03:00:00,27.53333333,29.68308144
04-06-2025 04:00:00,29.06666667,28.52805524
04-06-2025 05:00:00,30.6,30.63320731
04-06-2025 06:00:00,31.93333333,31.24424065
04-06-2025 07:00:00,33.26666667,33.4954512
04-06-2025 08:00:00,34.6,32.81475401
04-06-2025 09:00:00,34.6,34.04047366
04-06-2025 10:00:00,34.6,33.48090878
04-06-2025 11:00:00,34.6,34.73868054
04-06-2025 12:00:00,33.06666667,34.085672
04-06-2025 13:00:00,31.53333333,32.19529269
04-06-2025 14:00:00,30,27.56977233
04-06-2025 15:00:00,29.13333333,31.22583205
04-06-2025 16:00:00,28.26666667,28.56923857
04-06-2025 17:00:00,27.4,26.60432515
04-06-2025 18:00:00,27.53333333,27.69434153
04-06-2025 19:00:00,27.66666667,27.84720751
04-06-2025 20:00:00,27.8,27.1166834
04-06-2025 21:00:00,27.46666667,27.6694709
04-06-2025 22:00:00,27.13333333,26.51085947
04-06-2025 23:00:00,28.04166667,27.62731893
05-06-2025 00:00:00,28.03333333,27.33010648
05-06-2025 01:00:00,28.025,26.55694878
05-06-2025 02:00:00,28.01666667,28.16610458
05-06-2025 03:00:00,28.00833333,28.60808678
05-06-2025 04:00:00,28,28.52759869
05-06-2025 05:00:00,29.4,30.24017337
05-06-2025 06:00:00,30.8,31.13234982
05-06-2025 07:00:00,32.2,31.6541188
05-06-2025 08:00:00,33.6,34.46039943
05-06-2025 09:00:00,35,33.60895846
05-06-2025 10:00:00,36.4,35.47708647
05-06-2025 11:00:00,36.13333333,35.14532226
05-06-2025 12:00:00,35.86666667,36.9733948
05-06-2025 13:00:00,35.6,36.56607075
05-06-2025 14:00:00,34.33333333,34.83267261
05-06-2025 15:00:00,33.06666667,34.16506793
05-06-2025 16:00:00,31.8,30.89900326
05-06-2025 17:00:00,31,31.3572037
05-06-2025 18:00:00,30.2,30.07173438
05-06-2025 19:00:00,29.4,30.26779592
05-06-2025 20:00:00,28.93333333,28.81526363
05-06-2025 21:00:00,28.46666667,28.07221759
05-06-2025 22:00:00,28,28.5542663
05-06-2025 23:00:00,28,28.89780623
06-06-2025 00:00:00,28,27.31514997
06-06-2025 01:00:00,28,27.93741606
06-06-2025 02:00:00,27.86666667,26.78208776
06-06-2025 03:00:00,27.73333333,25.1735825
06-06-2025 04:00:00,27.6,27.80541
06-06-2025 05:00:00,27.2,27.82394232
06-06-2025 06:00:00,26.8,27.06853857
06-06-2025 07:00:00,26.4,24.40229371
06-06-2025 08:00:00,28.86666667,28.50715299
06-06-2025 09:00:00,31.33333333,29.0602033
06-06-2025 10:00:00,33.8,35.20352598
06-06-2025 11:00:00,33.93333333,32.82045855
06-06-2025 12:00:00,34.06666667,35.35307257
06-06-2025 13:00:00,34.2,35.16922797
06-06-2025 14:00:00,33,32.0771695
06-06-2025 15:00:00,31.8,30.63924084
06-06-2025 16:00:00,30.6,30.95902264
06-06-2025 17:00:00,29.53333333,28.66815865
06-06-2025 18:00:00,28.46666667,28.57168218
06-06-2025 19:00:00,27.4,26.90524894
06-06-2025 20:00:00,27,25.17485574
06-06-2025 21:00:00,26.6,24.3144504
06-06-2025 22:00:00,26.2,26.43228223
06-06-2025 23:00:00,26.03333333,25.45790787
07-06-2025 00:00:00,26.03333333,25.46658492
07-06-2025 01:00:00,26.025,26.73804825
07-06-2025 02:00:00,26.01666667,27.21908719
07-06-2025 03:00:00,26.00833333,25.7290581
07-06-2025 04:00:00,26,25.65099018
07-06-2025 05:00:00,27.4,27.9124941
07-06-2025 06:00:00,28.8,27.4095548
07-06-2025 07:00:00,30.2,30.42866384
07-06-2025 08:00:00,31.6,32.16551484
07-06-2025 09:00:00,33,33.69702855
07-06-2025 10:00:00,34.4,32.41541904
07-06-2025 11:00:00,34.13333333,33.35317633
07-06-2025 12:00:00,33.86666667,32.96671464
07-06-2025 13:00:00,33.6,33.70235367
07-06-2025 14:00:00,32.33333333,32.82594993
07-06-2025 15:00:00,31.06666667,32.60033846
07-06-2025 16:00:00,29.8,29.29281131
07-06-2025 17:00:00,29,28.49013991
07-06-2025 18:00:00,28.2,29.37806326
07-06-2025 19:00:00,27.4,27.70390093
07-06-2025 20:00:00,26.93333333,28.23228959
07-06-2025 21:00:00,26.46666667,26.76252483
07-06-2025 22:00:00,26,24.8143083
07-06-2025 23:00:00,26,24.63394994
