Datetime,T2M,QSVM
08-05-2025 01:00:00,27.6,28.241780828301376
08-05-2025 02:00:00,28.13333333,27.745319597768955
08-05-2025 03:00:00,28.66666667,29.208700511390354
08-05-2025 04:00:00,29.2,31.963232514822547
08-05-2025 05:00:00,31.93333333,30.605460216191133
08-05-2025 06:00:00,34.66666667,33.35586238295196
08-05-2025 07:00:00,37.4,39.12103767049872
08-05-2025 08:00:00,38.4,38.79059828971948
08-05-2025 09:00:00,39.4,36.97726623240487
08-05-2025 10:00:00,40.4,40.242091392966735
08-05-2025 11:00:00,40.0,39.3030226656013
08-05-2025 12:00:00,39.6,37.46473448143242
08-05-2025 13:00:00,39.2,41.02867632755012
08-05-2025 14:00:00,37.36666667,33.37041041314624
08-05-2025 15:00:00,35.53333333,31.724428539092223
08-05-2025 16:00:00,33.7,31.604709109890585
08-05-2025 17:00:00,32.96666667,30.916519438657915
08-05-2025 18:00:00,32.23333333,32.10109941619152
08-05-2025 19:00:00,31.5,29.331827826709937
08-05-2025 20:00:00,30.76666667,28.949304882212367
08-05-2025 21:00:00,30.03333333,32.5202154619219
08-05-2025 22:00:00,29.3,29.06618620203526
08-05-2025 23:00:00,28.9,28.28494415474883
09-05-2025 00:00:00,28.5,25.248052143776302
09-05-2025 01:00:00,28.1,27.533565169931205
09-05-2025 02:00:00,29.03333333,28.541739910969508
09-05-2025 03:00:00,29.96666667,28.242249354426814
09-05-2025 04:00:00,30.9,31.637763799889232
09-05-2025 05:00:00,32.36666667,30.405387969787032
09-05-2025 06:00:00,33.83333333,33.18666465861979
09-05-2025 07:00:00,35.3,34.24624521040944
09-05-2025 08:00:00,34.4,38.04275764816168
09-05-2025 09:00:00,33.5,32.079992202993374
09-05-2025 10:00:00,32.6,29.620377403690846
09-05-2025 11:00:00,31.7,32.78668416859215
09-05-2025 12:00:00,30.8,27.903302209318905
09-05-2025 13:00:00,29.9,30.256703740622903
09-05-2025 14:00:00,28.23333333,24.021302768202904
09-05-2025 15:00:00,26.56666667,22.91136287974579
09-05-2025 16:00:00,24.9,25.133911109164863
09-05-2025 17:00:00,24.7,26.123316406874338
09-05-2025 18:00:00,24.5,24.764693369146894
09-05-2025 19:00:00,24.3,24.218488825021534
09-05-2025 20:00:00,23.9,23.33776419441542
09-05-2025 21:00:00,23.5,20.41828768172877
09-05-2025 22:00:00,23.1,21.32009414716814
09-05-2025 23:00:00,22.76666667,20.85752603405069
10-05-2025 00:00:00,22.43333333,24.426675903727094
10-05-2025 01:00:00,22.1,22.57660987570486
10-05-2025 02:00:00,23.26666667,19.53707818583384
10-05-2025 03:00:00,24.43333333,24.19460260798981
10-05-2025 04:00:00,25.6,23.98824215192662
10-05-2025 05:00:00,28.43333333,27.239366861219906
10-05-2025 06:00:00,31.26666667,32.05565332320363
10-05-2025 07:00:00,34.1,36.13403489591015
10-05-2025 08:00:00,34.2,35.63101472075305
10-05-2025 09:00:00,34.3,32.18222570266621
10-05-2025 10:00:00,34.4,33.90714931227228
10-05-2025 11:00:00,34.26666667,34.157706033909065
10-05-2025 12:00:00,34.13333333,35.69566056998808
10-05-2025 13:00:00,34.0,32.30571739256421
10-05-2025 14:00:00,32.76666667,31.70346681083254
10-05-2025 15:00:00,31.53333333,28.722005374767548
10-05-2025 16:00:00,30.3,27.622026714293366
10-05-2025 17:00:00,29.7,30.677739516300875
10-05-2025 18:00:00,29.1,32.091233960769884
10-05-2025 19:00:00,28.5,27.51713654353724
10-05-2025 20:00:00,27.56666667,29.118699537445796
10-05-2025 21:00:00,26.63333333,26.792698184568003
10-05-2025 22:00:00,25.7,24.736160254221875
10-05-2025 23:00:00,25.7,26.17354769966568
11-05-2025 00:00:00,25.7,28.919120561691265
11-05-2025 01:00:00,25.7,24.597380199748617
11-05-2025 02:00:00,26.06666667,28.981428111431065
11-05-2025 03:00:00,26.43333333,21.25568969892399
11-05-2025 04:00:00,26.8,28.130768219428276
11-05-2025 05:00:00,29.33333333,29.682383352308193
11-05-2025 06:00:00,31.86666667,30.547499325168555
11-05-2025 07:00:00,34.4,35.00317696639068
11-05-2025 08:00:00,35.26666667,32.27925372853224
11-05-2025 09:00:00,36.13333333,34.97831811573145
11-05-2025 10:00:00,37.0,36.92879055976739
11-05-2025 11:00:00,36.66666667,40.105099365194604
11-05-2025 12:00:00,36.33333333,35.849403464069056
11-05-2025 13:00:00,36.0,33.56353665200003
11-05-2025 14:00:00,34.6,32.8738926253584
11-05-2025 15:00:00,33.2,34.42596951624886
11-05-2025 16:00:00,31.8,31.26584612590592
11-05-2025 17:00:00,31.0,29.01325701494968
11-05-2025 18:00:00,30.2,30.28081266351015
11-05-2025 19:00:00,29.4,28.797010661604283
11-05-2025 20:00:00,29.06666667,30.603947463963795
11-05-2025 21:00:00,28.73333333,27.066186869615297
11-05-2025 22:00:00,28.4,28.16068910073164
11-05-2025 23:00:00,28.13333333,26.466972349691996
12-05-2025 00:00:00,27.86666667,25.058236538992922
12-05-2025 01:00:00,27.6,27.720186815029788
12-05-2025 02:00:00,28.13333333,28.257737912613017
12-05-2025 03:00:00,28.66666667,28.645319824241042
12-05-2025 04:00:00,29.2,27.75066633721253
12-05-2025 05:00:00,30.0,26.9722563609566
12-05-2025 06:00:00,30.8,29.640931285454254
12-05-2025 07:00:00,31.6,30.774957480548693
12-05-2025 08:00:00,32.53333333,30.66400558653187
12-05-2025 09:00:00,33.46666667,34.1827734529118
12-05-2025 10:00:00,34.4,34.35839781889881
12-05-2025 11:00:00,34.46666667,37.46030136845609
12-05-2025 12:00:00,34.53333333,34.03764374660006
12-05-2025 13:00:00,34.6,34.31122762760482
12-05-2025 14:00:00,33.13333333,32.16406112205476
12-05-2025 15:00:00,31.66666667,28.08063697742286
12-05-2025 16:00:00,30.2,30.52025933125373
12-05-2025 17:00:00,29.26666667,28.697478321648127
12-05-2025 18:00:00,28.33333333,32.46830525997886
12-05-2025 19:00:00,27.4,26.8834309164468
12-05-2025 20:00:00,27.0,26.97643158175749
12-05-2025 21:00:00,26.6,26.480558485586048
12-05-2025 22:00:00,26.2,23.60523403385555
12-05-2025 23:00:00,25.66666667,26.913639659551535
13-05-2025 00:00:00,25.13333333,27.007656960388715
13-05-2025 01:00:00,24.6,26.6550083163035
13-05-2025 02:00:00,26.33333333,23.869386242713638
13-05-2025 03:00:00,28.06666667,30.308972600168147
13-05-2025 04:00:00,29.8,26.74867102655219
13-05-2025 05:00:00,31.6,32.54791299121837
13-05-2025 06:00:00,33.4,37.744511357582404
13-05-2025 07:00:00,35.2,34.02557533969583
13-05-2025 08:00:00,36.53333333,34.79831115181759
