date,y_true,y_pred
16-07-2024,90.9621429443359,85.2603164672852
17-07-2024,86.6392288208008,87.7327564239502
18-07-2024,86.5958404541016,86.5232539176941
19-07-2024,86.7115478515625,86.3401264429093
20-07-2024,88.1218719482422,86.5255385577679
21-07-2024,89.0963668823242,87.8723101988435
22-07-2024,84.9756393432617,88.1790445845574
23-07-2024,88.5357513427734,86.5100078494288
24-07-2024,83.9668655395508,87.3256539278431
25-07-2024,85.2040328979492,85.6606791208091
26-07-2024,88.7453384399414,85.5922313712465
27-07-2024,85.9011154174805,87.2488644616624
28-07-2024,85.5852813720703,87.0481286776677
29-07-2024,87.8883895874023,86.1705806085925
30-07-2024,86.3418731689453,86.3037193767325
31-07-2024,91.6671295166016,86.0187464112115
01-08-2024,88.1223068237305,88.2045390869731
02-08-2024,85.6785278320313,88.1840725738968
03-08-2024,84.7703094482422,87.275856554446
04-08-2024,88.6554641723633,85.9466301172505
05-08-2024,86.3751983642578,86.9405271686264
06-08-2024,85.0796356201172,86.7648626921436
07-08-2024,85.6338729858398,86.2276730506019
08-08-2024,84.4973297119141,86.3928765988645
09-08-2024,89.937629699707,85.6628741544706
10-08-2024,85.148323059082,87.6206850500571
11-08-2024,85.4077606201172,86.1462941983094
12-08-2024,83.0578918457031,86.3698334111832
13-08-2024,85.6801071166992,84.9273277561413
14-08-2024,84.6485443115234,85.5944639414956
15-08-2024,84.1155624389648,84.882424036444
16-08-2024,82.0833511352539,84.5903515814102
17-08-2024,84.8622741699219,83.6024137257305
18-08-2024,87.4641418457031,83.8000784217392
19-08-2024,86.4430923461914,85.0949837430622
20-08-2024,87.4096145629883,85.2157892751922
21-08-2024,86.57275390625,86.298493949192
22-08-2024,89.2912826538086,86.319964211894
23-08-2024,87.4233779907227,87.9712593985445
24-08-2024,94.1154632568359,87.5756693566477
25-08-2024,82.814826965332,90.2574417114258
26-08-2024,80.3750076293945,86.545036315918
27-08-2024,82.2582015991211,84.1331214904785
28-08-2024,83.6684112548828,83.4395364761353
29-08-2024,82.4375534057617,84.175679731369
30-08-2024,81.2864227294922,83.6517041802406
31-08-2024,82.7856140136719,82.3849001139402
01-09-2024,83.7283401489258,82.8184816040099
02-09-2024,84.4222106933594,82.408134960942
03-09-2024,76.2507476806641,83.3446418701205
04-09-2024,84.3255386352539,80.7795608520508
05-09-2024,87.8447494506836,82.982536315918
06-09-2024,82.8473358154297,84.6206192016602
07-09-2024,82.6972961425781,83.3624408721924
08-09-2024,83.5255508422852,81.7572478294373
09-09-2024,82.8169250488281,82.1405864000321
10-09-2024,85.5627136230469,82.7894257009029
11-09-2024,83.6734237670898,83.5842293098569
12-09-2024,81.9861602783203,84.5852556463331
13-09-2024,79.7328491210938,84.1404180225916
14-09-2024,81.3701324462891,82.0131260169437
15-09-2024,81.9037551879883,81.5569369504519
16-09-2024,83.2750015258789,82.2030928037813
17-09-2024,85.9636993408203,83.8647162245401
18-09-2024,83.5346603393555,85.3659710978484
19-09-2024,77.828742980957,84.0848005127174
20-09-2024,80.9037094116211,81.0659454345703
21-09-2024,86.5130157470703,81.1105087280273
22-09-2024,84.8404159545898,84.5205638885498
23-09-2024,87.7334060668945,84.7989979743958
24-09-2024,92.1580810546875,85.5822215795517
25-09-2024,86.9008331298828,87.7582497417927
26-09-2024,91.2377014160156,87.1248221024871
27-09-2024,87.4466705322266,88.0333687741309
28-09-2024,82.638801574707,88.4625075071119
29-09-2024,83.2173156738281,87.0856383360224
30-09-2024,85.3045349121094,85.9968657759426
01-10-2024,91.587287902832,86.3084861239491
02-10-2024,90.8622894287109,88.4383428186699
03-10-2024,87.0308990478516,88.8337917514536
04-10-2024,80.6824645996094,88.3889889857093
05-10-2024,83.5219497680664,85.2088849887937
06-10-2024,81.4695510864258,85.105655517108
07-10-2024,89.1579513549805,83.6500916286757
08-10-2024,85.9089660644531,86.4131756398417
09-10-2024,82.9435577392578,85.5301072547836
10-10-2024,86.890983581543,83.5871152006092
11-10-2024,90.8823699951172,83.8586068930106
12-10-2024,87.5361709594727,86.2184005127756
13-10-2024,87.0007247924805,86.7783317108756
14-10-2024,90.0366897583008,86.6639211311792
15-10-2024,86.6651382446289,88.5225933294635
16-10-2024,88.5710220336914,87.1349278614775
17-10-2024,90.0062255859375,87.4338806037497
18-10-2024,84.7218780517578,88.558984375
19-10-2024,88.848030090332,87.6584144592285
20-10-2024,88.258186340332,88.5953294754028
21-10-2024,86.6962356567383,88.6083901882172
22-10-2024,84.956428527832,87.7884616017342
23-10-2024,84.7311172485352,86.1564466804266
24-10-2024,80.3219604492188,85.7081434972584
25-10-2024,84.98681640625,83.7127680843696
26-10-2024,81.9010848999023,84.8847149182577
27-10-2024,80.0073394775391,83.7748639322235
28-10-2024,82.9911804199219,81.8970031738281
29-10-2024,83.5926208496094,81.6021148681641
30-10-2024,84.2404479980469,81.5111503601074
31-10-2024,80.6481399536133,82.4642068862915
01-11-2024,74.4022827148438,80.9438556194306
02-11-2024,83.3726959228516,78.5712860107422
03-11-2024,70.5884246826172,80.4379608154297
04-11-2024,72.8324584960938,76.656982421875
05-11-2024,72.2314529418945,75.4494186401367
06-11-2024,71.6153793334961,73.8130706787109
07-11-2024,63.3683547973633,72.7352569580078
08-11-2024,68.6362457275391,69.5953582763672
09-11-2024,71.4631576538086,69.6700439453125
10-11-2024,63.904914855957,70.7975933074951
11-11-2024,70.7823104858398,68.2896896362305
12-11-2024,66.1739730834961,69.6263275146484
13-11-2024,66.5285491943359,67.6771286010742
14-11-2024,71.9951248168945,67.5589004516602
15-11-2024,62.9249496459961,69.3657867431641
16-11-2024,74.3223419189453,66.3639144897461
17-11-2024,75.8008422851563,70.580016708374
18-11-2024,77.6508102416992,72.2714489936829
19-11-2024,66.9374694824219,74.4170446157455
20-11-2024,64.7974853515625,70.2078777611256
21-11-2024,75.5739517211914,68.4611237749457
22-11-2024,76.6323394775391,72.7217999387533
23-11-2024,77.1863555908203,74.3756768888794
24-11-2024,77.4086532592773,75.6764178534271
25-11-2024,75.1003189086914,76.0725296020508
26-11-2024,64.9071884155273,75.762841796875
27-11-2024,66.1893539428711,70.9307598114014
28-11-2024,60.8372535705566,69.8843304634094
time_forecast,Actual_forecast,Forecast
29-11-2024,61.4746170043945,68.9064407348633
30-11-2024,60.5352020263672,68.5899963378906
01-12-2024,65.5506134033203,67.7568511962891
02-12-2024,72.4935913085938,68.323860168457
03-12-2024,69.02197265625,69.8909683227539
04-12-2024,74.4159545898438,69.2172927856445
05-12-2024,81.9985961914063,70.5874404907227
06-12-2024,87.3755874633789,72.9371566772461
07-12-2024,71.1320037841797,75.2420425415039
08-12-2024,56.6235733032227,71.8760528564453
