date,y_true,y_pred
14-11-2022,100088.1875,100458.550984375
15-11-2022,100019.5390625,100299.998394531
16-11-2022,100165.6171875,100232.397155273
17-11-2022,99983.875,100188.50481958
18-11-2022,100172.984375,100143.047520935
19-11-2022,100118.875,100241.237203201
20-11-2022,100063.9921875,100112.310089901
21-11-2022,100144.234375,100164.820770551
22-11-2022,100062.984375,100064.448859163
23-11-2022,100392.03125,100222.683206872
24-11-2022,100307.7265625,100263.831155154
25-11-2022,100459.09375,100319.888600741
26-11-2022,100521.9375,100390.767231806
27-11-2022,100688.71875,100469.081048854
28-11-2022,100652.625,100573.659067891
29-11-2022,100620.578125,100535.885238418
30-11-2022,100535.0625,100570.296897563
01-12-2022,100520.671875,100508.305641923
02-12-2022,100550.203125,100558.982512692
03-12-2022,100576.1875,100531.250634519
04-12-2022,100546.1640625,100531.643600889
05-12-2022,100619.953125,100589.989653792
06-12-2022,100238.75,100465.915834094
07-12-2022,100370.6015625,100438.61781307
08-12-2022,100600.421875,100420.063281678
09-12-2022,100489.90625,100543.121992508
10-12-2022,100664.0546875,100494.205088131
11-12-2022,100544.875,100570.371706723
12-12-2022,100698.828125,100573.414248793
13-12-2022,100347.7109375,100572.092405344
14-12-2022,100608.890625,100488.106725883
15-12-2022,100637.484375,100587.893638163
16-12-2022,100776.5625,100605.618822372
17-12-2022,100680.859375,100721.555991779
18-12-2022,100690.859375,100663.935118834
19-12-2022,100785.3828125,100685.764776626
20-12-2022,100420.75,100672.050691844
21-12-2022,100253.203125,100514.018800133
22-12-2022,100572.4140625,100383.7122251
23-12-2022,100989.4140625,100628.3384657
24-12-2022,100766.6875,100722.7967399
25-12-2022,100847.015625,100780.220054925
26-12-2022,100929.8359375,100823.554572444
27-12-2022,100941.5,100853.940226208
28-12-2022,100594.3125,100844.055482156
29-12-2022,100681.3828125,100739.891611617
30-12-2022,100864.828125,100795.154411838
31-12-2022,100826.953125,100812.641902628
01-01-2023,100578.46875,100780.294864471
02-01-2023,101034.296875,100760.471617103
03-01-2023,101038.078125,100897.081994078
04-01-2023,100894.46875,100954.284308058
05-01-2023,101047.40625,101021.482762294
06-01-2023,100755.1875,101170.96425922
07-01-2023,100842.421875,100918.840538165
08-01-2023,101032.8046875,100969.627278624
09-01-2023,101113.78125,101107.604912093
10-01-2023,101095.4375,101081.77587157
11-01-2023,101162.7109375,101213.864247427
12-01-2023,101157.25,101218.178576195
13-01-2023,101229.96875,101183.023150897
14-01-2023,100965.890625,101209.146738172
15-01-2023,101048.578125,101111.301616129
16-01-2023,100993.265625,101120.618399597
17-01-2023,101251.796875,101081.688487198
18-01-2023,101103.953125,101166.685740398
19-01-2023,101158.9921875,101119.392899049
20-01-2023,101178.3125,101166.999439912
21-01-2023,101145.4453125,101185.293798684
time_forecast,Actual_forecast,Forecast
22-01-2023,101293.53125,101294.921875
23-01-2023,101216.890625,101285.8515625
24-01-2023,101222.5078125,101243.65625
25-01-2023,101278.3828125,101237.28125
26-01-2023,101196.0078125,101267.796875
27-01-2023,101099.890625,101225.7265625
28-01-2023,101018.6953125,101156.875
29-01-2023,100943.328125,101084.8984375
30-01-2023,101158.03125,101011.6484375
31-01-2023,101249.75,101113.390625
