date,Actual,y_pred
31-08-2024,93.6918640136719,94.3422903120518
01-09-2024,92.7283401489258,94.0866146609187
02-09-2024,94.7034606933594,93.5053468141705
03-09-2024,93.0632476806641,94.3825139100663
04-09-2024,95.5442886352539,93.5495464127744
05-09-2024,97.7822494506836,95.2695874066267
06-09-2024,94.4098358154297,97.2079335817034
07-09-2024,96.1347961425781,95.1345974183332
08-09-2024,96.3693008422852,95.7916104477831
09-09-2024,96.6919250488281,95.8141973377905
10-09-2024,97.0002136230469,95.7234218986065
11-09-2024,94.9234237670898,95.1553765588426
12-09-2024,93.0486602783203,94.3304434756505
13-09-2024,96.1703491210938,93.3157475695064
14-09-2024,95.8388824462891,95.0725936818906
15-09-2024,92.0912551879883,95.3168144173017
16-09-2024,89.6500015258789,92.8353948553347
17-09-2024,92.8699493408203,91.1374523609834
18-09-2024,95.5346603393555,92.2980756141214
19-09-2024,90.859992980957,94.3466741574904
20-09-2024,98.6849594116211,93.0647827635036
21-09-2024,95.2005157470703,97.7627460844685
22-09-2024,92.2154159545898,96.6176032340057
23-09-2024,93.3896560668945,92.6666135277992
24-09-2024,95.0330810546875,93.7982847308103
25-09-2024,93.4008331298828,95.8023745130736
26-09-2024,93.1127014160156,94.4078569346099
27-09-2024,89.5091705322266,93.9545056770316
28-09-2024,90.576301574707,92.1119268499368
29-09-2024,93.3423156738281,91.1077354969497
30-09-2024,95.4295349121094,91.6668096946117
01-10-2024,94.399787902832,93.9653229539422
02-10-2024,92.7372894287109,94.0419014561793
03-10-2024,79.3121490478516,92.0616651973591
04-10-2024,85.8387145996094,85.0865097045898
05-10-2024,85.8656997680664,85.8405456542969
06-10-2024,86.9695510864258,85.0039882659912
07-10-2024,91.4392013549805,86.4743542671204
08-10-2024,94.0964660644531,88.4705976247788
09-10-2024,92.8185577392578,92.2057314217091
10-10-2024,83.203483581543,91.6757734045386
11-10-2024,83.1948699951172,87.2428797055036
12-10-2024,92.2861709594727,84.6106837964617
13-10-2024,96.4694747924805,89.0851300043287
14-10-2024,83.1304397583008,94.4011563869135
15-10-2024,80.9463882446289,87.765493602441
16-10-2024,82.5710220336914,83.0282802581787
17-10-2024,85.4749755859375,83.0249691009522
18-10-2024,92.4093780517578,83.7819333076477
19-10-2024,91.410530090332,88.4688485860825
20-10-2024,92.070686340332,89.7029223740101
21-10-2024,95.2587356567383,91.4151369556785
22-10-2024,93.956428527832,93.4725399017334
23-10-2024,92.3873672485352,94.543062210083
24-10-2024,85.1344604492188,93.2356867790222
25-10-2024,89.08056640625,87.2700535058975
26-10-2024,83.4635848999023,88.9352366626263
27-10-2024,95.0073394775391,86.9251594915986
28-10-2024,91.3974304199219,91.4347772877663
29-10-2024,93.2176208496094,91.7149188728072
30-10-2024,93.6154479980469,93.4302798070712
31-10-2024,86.2106399536133,91.9391935436579
01-11-2024,75.4647827148438,89.4316881722698
02-11-2024,90.7789459228516,82.0274696350098
03-11-2024,92.7134246826172,86.7910261154175
04-11-2024,83.1449584960938,90.4408457279205
05-11-2024,96.2314529418945,87.4667884707451
06-11-2024,96.8653793334961,89.597337141633
07-11-2024,93.4933547973633,92.6286792755127
08-11-2024,92.6987457275391,95.3880958557129
09-11-2024,89.3069076538086,93.6632795333862
10-11-2024,90.842414855957,91.330953836441
11-11-2024,94.7198104858398,91.6795603632927
12-11-2024,97.2364730834961,92.3265743404627
13-11-2024,93.1222991943359,93.5858268737793
14-11-2024,94.8076248168945,94.5234937667847
15-11-2024,92.7999496459961,95.865024805069
16-11-2024,91.6348419189453,93.791932284832
17-11-2024,89.9883422851563,93.3398732095957
18-11-2024,97.7758102416992,91.3297988586128
19-11-2024,90.9999694824219,93.7843326339498
20-11-2024,85.8599853515625,91.5342905826401
21-11-2024,83.9489517211914,88.7410137286061
22-11-2024,86.6948394775391,86.9647854887153
23-11-2024,92.4363555908203,84.8147279562581
24-11-2024,85.2836532592773,90.2102662430725
25-11-2024,86.2878189086914,87.757347204277
26-11-2024,86.9696884155273,86.6570912137547
27-11-2024,91.0643539428711,87.8784423422008
28-11-2024,89.5247497558594,88.6078902893654
time_forecast,Actual_forecast,Forecast
29-11-2024,86.5996170043945,87.1278457641602
30-11-2024,87.3477020263672,85.4656982421875
01-12-2024,90.4256134033203,85.8249816894531
02-12-2024,92.4935913085938,90.5605545043945
03-12-2024,91.02197265625,92.5886535644531
04-12-2024,77.1034545898438,90.426399230957
05-12-2024,80.3110961914063,75.8433227539063
06-12-2024,74.0630874633789,79.4768218994141
07-12-2024,72.3820037841797,73.5247955322266
08-12-2024,73.5610733032227,72.2791519165039
