Datetime,T2M,QSVM
08-05-2025 01:00:00,27.6,28.351738001234093
08-05-2025 02:00:00,28.13333333,27.93931484497594
08-05-2025 03:00:00,28.66666667,29.34839604140924
08-05-2025 04:00:00,29.2,31.893358510754666
08-05-2025 05:00:00,31.93333333,30.93075469787403
08-05-2025 06:00:00,34.66666667,33.69384005341082
08-05-2025 07:00:00,37.4,39.2306874133445
08-05-2025 08:00:00,38.4,39.01115707273298
08-05-2025 09:00:00,39.4,37.46263788555396
08-05-2025 10:00:00,40.4,40.525302656239326
08-05-2025 11:00:00,40.0,39.575523658954225
08-05-2025 12:00:00,39.6,37.91539701017508
08-05-2025 13:00:00,39.2,41.03329409620637
08-05-2025 14:00:00,37.36666667,33.93287627474401
08-05-2025 15:00:00,35.53333333,32.26770555558484
08-05-2025 16:00:00,33.7,32.01104301273902
08-05-2025 17:00:00,32.96666667,31.279085707090392
08-05-2025 18:00:00,32.23333333,32.31950422688373
08-05-2025 19:00:00,31.5,29.70919015586185
08-05-2025 20:00:00,30.76666667,29.240468166471697
08-05-2025 21:00:00,30.03333333,32.48519700400917
08-05-2025 22:00:00,29.3,29.240528324582524
08-05-2025 23:00:00,28.9,28.527178350405027
09-05-2025 00:00:00,28.5,25.70602112884606
09-05-2025 01:00:00,28.1,27.719011540841414
09-05-2025 02:00:00,29.03333333,28.772489383376197
09-05-2025 03:00:00,29.96666667,28.537201333378107
09-05-2025 04:00:00,30.9,31.74440648000989
09-05-2025 05:00:00,32.36666667,30.784767219627593
09-05-2025 06:00:00,33.83333333,33.43241392606149
09-05-2025 07:00:00,35.3,34.5275575593604
09-05-2025 08:00:00,34.4,37.91564243102831
09-05-2025 09:00:00,33.5,32.44205922422984
09-05-2025 10:00:00,32.6,30.094205525259202
09-05-2025 11:00:00,31.7,32.887720779745536
09-05-2025 12:00:00,30.8,28.34460508041002
09-05-2025 13:00:00,29.9,30.39310993670633
09-05-2025 14:00:00,28.23333333,24.557800627116713
09-05-2025 15:00:00,26.56666667,23.41678171200255
09-05-2025 16:00:00,24.9,25.25770153309253
09-05-2025 17:00:00,24.7,26.13777310239867
09-05-2025 18:00:00,24.5,24.880520344788277
09-05-2025 19:00:00,24.3,24.35494090259428
09-05-2025 20:00:00,23.9,23.518331437836434
09-05-2025 21:00:00,23.5,20.823701847625507
09-05-2025 22:00:00,23.1,21.617424889470588
09-05-2025 23:00:00,22.76666667,21.188900632003957
10-05-2025 00:00:00,22.43333333,24.381436302496745
10-05-2025 01:00:00,22.1,22.665871412365856
10-05-2025 02:00:00,23.26666667,20.00098587506513
10-05-2025 03:00:00,24.43333333,24.38481497435828
10-05-2025 04:00:00,25.6,24.303384236672994
10-05-2025 05:00:00,28.43333333,27.49533791344093
10-05-2025 06:00:00,31.26666667,32.17572946870333
10-05-2025 07:00:00,34.1,36.14498337782068
10-05-2025 08:00:00,34.2,35.710632038071836
10-05-2025 09:00:00,34.3,32.57366024134661
10-05-2025 10:00:00,34.4,34.13534072933064
10-05-2025 11:00:00,34.26666667,34.38550653956767
10-05-2025 12:00:00,34.13333333,35.761789225258624
10-05-2025 13:00:00,34.0,32.669646680658566
10-05-2025 14:00:00,32.76666667,32.00373722240497
10-05-2025 15:00:00,31.53333333,29.16524454354105
10-05-2025 16:00:00,30.3,28.035033851000843
10-05-2025 17:00:00,29.7,30.780842987802167
10-05-2025 18:00:00,29.1,31.97957036827462
10-05-2025 19:00:00,28.5,27.79279258364382
10-05-2025 20:00:00,27.56666667,29.15262600042554
10-05-2025 21:00:00,26.63333333,26.947725155332627
10-05-2025 22:00:00,25.7,24.950834922995416
10-05-2025 23:00:00,25.7,26.28406443875421
11-05-2025 00:00:00,25.7,28.774186894191512
11-05-2025 01:00:00,25.7,24.875620716137618
11-05-2025 02:00:00,26.06666667,28.878695557787445
11-05-2025 03:00:00,26.43333333,21.8536152520498
11-05-2025 04:00:00,26.8,28.174548579183018
