date,y_true,y_pred
09-09-2024,1004.74170022925,1006.03422548637
10-09-2024,1004.18710012562,1005.54166393995
11-09-2024,1005.43690009175,1005.74503693421
12-09-2024,1006.89890021837,1006.29393080974
13-09-2024,1006.69610015756,1007.14457838742
14-09-2024,1005.64483974896,1007.59689647923
15-09-2024,1005.385700007,1007.03476421753
16-09-2024,1005.9356000608,1006.63965439708
17-09-2024,1006.16279994456,1006.282682724
18-09-2024,1004.37860011131,1007.01403305918
19-09-2024,1005.86439981987,1006.14985879059
20-09-2024,1005.13859974466,1006.84630009643
21-09-2024,1004.84586016043,1005.91805653402
22-09-2024,1004.78380007226,1006.16999075823
23-09-2024,1003.77220020707,1005.20597850373
24-09-2024,1003.03749997046,1006.14777343887
25-09-2024,1003.36124990582,1005.30524985794
26-09-2024,1004.27199983024,1005.26815412385
27-09-2024,1006.1494502276,1005.3811569756
28-09-2024,1007.80413979386,1006.58579602716
29-09-2024,1009.20339976923,1007.30584628722
30-09-2024,1009.69413958684,1008.51552043127
01-10-2024,1007.99140028209,1009.37518212687
02-10-2024,1007.50690024013,1008.58254786819
03-10-2024,1006.80809998191,1007.41798422477
04-10-2024,1006.68015989916,1006.58730844543
05-10-2024,1007.2179002151,1007.33361596712
06-10-2024,1007.49835980321,1007.42021766744
07-10-2024,1009.35499974529,1007.92474779887
08-10-2024,1010.28500044365,1009.15159314174
09-10-2024,1009.05329960796,1009.94786980776
10-10-2024,1007.92309989313,1009.42129197888
11-10-2024,1007.29234007698,1009.10371144971
12-10-2024,1008.10380026711,1008.465562315
13-10-2024,1008.49789970813,1008.77631280527
14-10-2024,1007.58829985178,1009.25359525115
15-10-2024,1006.72586013789,1008.82578463706
16-10-2024,1005.86950003037,1008.35393324318
17-10-2024,1005.98470008977,1007.22820461486
18-10-2024,1006.90469992232,1007.12231117927
19-10-2024,1008.30669958037,1007.23051945504
20-10-2024,1010.08300017903,1008.00592264835
21-10-2024,1010.0103999009,1009.21573753133
22-10-2024,1010.14079976392,1009.69963260598
23-10-2024,1008.76350031188,1009.48978036984
24-10-2024,1007.94470016684,1008.59293944205
25-10-2024,1007.85819981955,1007.91723507117
26-10-2024,1008.09409978437,1007.84952809632
27-10-2024,1007.69689988589,1008.02528580337
28-10-2024,1006.66190007428,1008.39376025762
29-10-2024,1007.55130021926,1008.23781417962
30-10-2024,1007.93419988791,1008.30949125243
31-10-2024,1009.32694963783,1008.38499138253
01-11-2024,1010.5680495229,1009.20997458754
02-11-2024,1011.26429967587,1010.11587427059
03-11-2024,1011.41779962738,1010.55658560247
04-11-2024,1010.5776995917,1011.17104333516
05-11-2024,1010.68439965036,1010.80139780704
06-11-2024,1010.14609952961,1010.52397198294
07-11-2024,1009.67709967434,1009.89674481877
08-11-2024,1010.20000043629,1009.8520192496
09-11-2024,1010.53250034152,1009.9400440935
10-11-2024,1010.56554983159,1010.30777389181
11-11-2024,1009.48969949747,1010.39994738305
12-11-2024,1008.143599974,1010.548397538
13-11-2024,1007.61890006448,1010.13703027144
14-11-2024,1009.1455497704,1009.39507462829
15-11-2024,1010.1858005092,1009.66023726091
16-11-2024,1010.02870016197,1009.90493813469
17-11-2024,1009.99266049494,1010.39774597423
18-11-2024,1010.00920046919,1010.30246992496
19-11-2024,1011.23800040262,1010.33001589299
20-11-2024,1011.11624968158,1010.51922677062
21-11-2024,1010.37950032827,1010.41560406302
22-11-2024,1010.74349949485,1010.21010107969
23-11-2024,1010.92989979519,1010.37191723111
24-11-2024,1011.79599977134,1010.90116489834
25-11-2024,1010.31309991476,1011.45699016581
26-11-2024,1008.60160013723,1011.13991062519
27-11-2024,1007.33444989775,1010.2985544421
28-11-2024,1006.56819998585,1009.09861123921
29-11-2024,1006.02329983981,1007.78566676001
30-11-2024,1002.61519996786,1007.37066181242
01-12-2024,1000.82769999068,1005.23111090428
02-12-2024,1003.98609973752,1007.41985426694
03-12-2024,1007.84374992332,1007.09779319865
04-12-2024,1009.3348404701,1008.66503873163
05-12-2024,1010.35179996754,1009.81252202636
06-12-2024,1010.55620014587,1010.22295453441
07-12-2024,1010.04330024973,1010.27136662312
08-12-2024,1010.44480003737,1010.17412443009
09-12-2024,1009.93819978344,1010.18044087695
10-12-2024,1009.23265981131,1010.1806782426
11-12-2024,1009.57649970269,1009.99833626462
12-12-2024,1008.26016015956,1009.64772094944
13-12-2024,1009.8682998021,1010.31612160043
14-12-2024,1011.79194985131,1010.40715027506
15-12-2024,1012.32000018741,1010.99981027943
16-12-2024,1012.08990045168,1011.97488734398
17-12-2024,1009.75829973079,1012.46339424407
18-12-2024,1009.18000034795,1011.45616778837
19-12-2024,1008.28009992404,1010.28385247617
20-12-2024,1007.34229976869,1009.81906113479
21-12-2024,1007.83569997205,1009.13087826289
time_forecast,Actual_forecast,forecast
22-12-2024,1009.76000015106,1008.91925313644
23-12-2024,1010.37089949965,1010.07189020649
24-12-2024,1008.84700050446,1010.86795891499
25-12-2024,1009.95300047668,1010.17685728588
26-12-2024,1011.52163974511,1010.04590181921
27-12-2024,1013.71874972162,1011.54103650942
28-12-2024,1014.17490032334,1012.84450474291
29-12-2024,1013.89910034888,1013.28313439908
30-12-2024,1012.71670014763,1013.32156872837
31-12-2024,1013.91414050834,1012.73378522263
