date,y_true,y_pred
08-11-24,300.0981,300.2484
08-12-24,299.37646,300.31412
08-13-24,299.49542,299.97565
08-14-24,300.42264,299.89548
08-15-24,300.3834,300.30695
08-16-24,300.3387,300.45135
08-17-24,301.09998,300.5056
08-18-24,301.33533,300.91217
08-19-24,301.4587,301.20056
08-20-24,301.0908,301.4016
08-21-24,300.51428,301.31882
08-22-24,300.89615,301.0142
08-23-24,300.8693,301.07803
08-24-24,300.52252,301.0798
08-25-24,300.141,300.91278
08-26-24,300.09268,300.65378
08-27-24,299.3511,300.5148
08-28-24,299.23407,300.07452
08-29-24,299.39456,299.82465
08-30-24,299.5584,299.7768
08-31-24,300.21292,299.8232
09-01-24,300.79358,300.162
09-02-24,300.77005,300.5892
09-03-24,300.70093,300.76773
09-04-24,300.11288,300.8274
09-05-24,299.02533,300.57098
09-06-24,298.90326,299.92874
09-07-24,299.0327,299.5904
09-08-24,299.7047,299.48422
09-09-24,299.97995,299.75806
09-10-24,300.3767,299.99835
09-11-24,299.64932,300.30466
09-12-24,299.57346,300.078
09-13-24,297.13605,299.9617
09-14-24,297.19513,298.67957
09-15-24,298.18573,298.1681
09-16-24,298.74698,298.39154
09-17-24,298.93774,298.73785
09-18-24,299.66476,298.9779
09-19-24,296.5415,299.4525
09-20-24,298.166,298.0863
09-21-24,299.03976,298.36053
09-22-24,300.0537,298.84918
09-23-24,300.0881,299.5745
09-24-24,300.7378,299.9092
09-25-24,301.2738,300.408
09-26-24,299.93472,300.90112
09-27-24,299.62714,300.47217
09-28-24,297.38718,300.17203
09-29-24,297.66937,298.91068
09-30-24,298.7424,298.51614
10-01-24,298.95667,298.83136
10-02-24,299.84955,299.04654
10-03-24,299.6806,299.58997
10-04-24,298.85236,299.7357
10-05-24,299.24042,299.4074
10-06-24,298.3748,299.474
10-07-24,297.13025,299.054
10-08-24,297.14917,298.25516
10-09-24,296.89688,297.90808
10-10-24,296.1217,297.59406
10-11-24,294.48407,297.04492
10-12-24,294.59937,295.95236
10-13-24,294.0234,295.51706
10-14-24,294.54282,294.97403
10-15-24,293.53748,294.98007
10-16-24,293.4604,294.42136
10-17-24,295.2531,294.13586
10-18-24,294.32245,294.90063
10-19-24,294.91754,294.7163
10-20-24,295.3195,294.97586
10-21-24,294.75116,295.27603
10-22-24,294.5487,295.1234
10-23-24,295.13516,294.97025
10-24-24,294.56934,295.2012
10-25-24,293.21405,295.0011
10-26-24,292.5134,294.23157
10-27-24,293.76114,293.5368
10-28-24,294.48676,293.85147
10-29-24,294.86536,294.31607
10-30-24,295.1488,294.71213
10-31-24,295.83286,295.04068
11-01-24,293.27106,295.5494
11-02-24,291.6394,294.46808
11-03-24,291.54822,293.2026
11-04-24,291.43927,292.57404
11-05-24,291.34808,292.19138
11-06-24,291.7384,291.94223
11-07-24,292.50793,292.00674
11-08-24,293.3464,292.40643
11-09-24,293.60382,292.99847
11-10-24,293.80847,293.39087
11-11-24,292.65173,293.6887
11-12-24,292.54108,293.2399
11-13-24,291.6316,293.01617
11-14-24,290.67496,292.43463
11-15-24,291.1013,291.68777
11-16-24,290.11435,291.56613
11-17-24,290.61804,290.96008
11-18-24,288.8036,290.95572
11-19-24,288.11127,289.9713
11-20-24,286.84186,289.19736
11-21-24,286.79672,288.16092
11-22-24,286.93112,287.6644
11-23-24,287.1546,287.4631
11-24-24,287.51956,287.4528
11-25-24,288.20398,287.6084
11-26-24,287.31314,288.01044
11-27-24,286.95386,287.71106
11-28-24,285.7146,287.41965
11-29-24,285.4803,286.6448
11-30-24,285.86206,286.19415
12-01-24,286.9933,286.1643
12-02-24,286.437,286.70273
12-03-24,286.27997,286.6198
12-04-24,288.00354,286.5265
12-05-24,285.21393,287.37164
12-06-24,284.38284,286.27124
12-07-24,283.69165,285.44373
12-08-24,283.77716,284.70453
12-09-24,284.45535,284.40933
12-10-24,283.37393,284.58972
12-11-24,281.588,284.07907
12-12-24,280.53967,282.96634
12-13-24,281.83426,281.9673
12-14-24,281.93726,282.16696
12-15-24,280.8782,282.22885
12-16-24,280.70435,281.70898
12-17-24,281.00644,281.41046
12-18-24,282.14166,281.4126
12-19-24,280.90192,281.95844
12-20-24,283.9293,281.53796
12-21-24,284.0642,282.9195
12-22-24,283.00507,283.5065
12-23-24,284.30634,283.27216
12-24-24,284.43182,283.87906
12-25-24,283.72913,284.18417
12-26-24,284.19565,283.9879
12-27-24,287.05008,284.1721
12-28-24,287.27713,285.70233
12-29-24,286.41608,286.44632
12-30-24,283.37665,286.3923
12-31-24,281.90262,284.8704
