Datetime,T2M,QSVM
08-05-2025 01:00:00,27.6,28.26469253929463
08-05-2025 02:00:00,28.13333333,27.73180065009156
08-05-2025 03:00:00,28.66666667,29.226887640842982
08-05-2025 04:00:00,29.2,32.06228853529285
08-05-2025 05:00:00,31.93333333,30.555848376521073
08-05-2025 06:00:00,34.66666667,33.30657425298143
08-05-2025 07:00:00,37.4,39.178766214480845
08-05-2025 08:00:00,38.4,38.80117928343527
08-05-2025 09:00:00,39.4,36.8858637159566
08-05-2025 10:00:00,40.4,40.232487471561235
08-05-2025 11:00:00,40.0,39.277830934220866
08-05-2025 12:00:00,39.6,37.3843350747771
08-05-2025 13:00:00,39.2,41.09707246055823
08-05-2025 14:00:00,37.36666667,33.22607846970869
08-05-2025 15:00:00,35.53333333,31.58656773688098
08-05-2025 16:00:00,33.7,31.52705002303494
08-05-2025 17:00:00,32.96666667,30.842958394054676
08-05-2025 18:00:00,32.23333333,32.094626789995296
08-05-2025 19:00:00,31.5,29.253380688430337
08-05-2025 20:00:00,30.76666667,28.88697264370848
08-05-2025 21:00:00,30.03333333,32.60884078573856
08-05-2025 22:00:00,29.3,29.058892563618823
08-05-2025 23:00:00,28.9,28.26156889794325
09-05-2025 00:00:00,28.5,25.130932432764805
09-05-2025 01:00:00,28.1,27.515244223310034
09-05-2025 02:00:00,29.03333333,28.52287360064862
09-05-2025 03:00:00,29.96666667,28.182266782490892
09-05-2025 04:00:00,30.9,31.664573686987865
09-05-2025 05:00:00,32.36666667,30.333234048713777
09-05-2025 06:00:00,33.83333333,33.16328851804548
09-05-2025 07:00:00,35.3,34.208612975552555
09-05-2025 08:00:00,34.4,38.173316707436534
09-05-2025 09:00:00,33.5,32.02553580607882
09-05-2025 10:00:00,32.6,29.511371248190173
09-05-2025 11:00:00,31.7,32.82454895571109
09-05-2025 12:00:00,30.8,27.79852469481159
09-05-2025 13:00:00,29.9,30.269834580797713
09-05-2025 14:00:00,28.23333333,23.87002329627233
09-05-2025 15:00:00,26.56666667,22.77849120806801
09-05-2025 16:00:00,24.9,25.142991576168633
09-05-2025 17:00:00,24.7,26.17539159322162
09-05-2025 18:00:00,24.5,24.77513396374941
09-05-2025 19:00:00,24.3,24.217099191022886
09-05-2025 20:00:00,23.9,23.318886878154885
09-05-2025 21:00:00,23.5,20.30858840878506
09-05-2025 22:00:00,23.1,21.25663730949348
09-05-2025 23:00:00,22.76666667,20.787835283430297
10-05-2025 00:00:00,22.43333333,24.4993219232593
10-05-2025 01:00:00,22.1,22.5946157339492
10-05-2025 02:00:00,23.26666667,19.403948029610596
10-05-2025 03:00:00,24.43333333,24.184935754225638
10-05-2025 04:00:00,25.6,23.92925305122624
10-05-2025 05:00:00,28.43333333,27.197560789041813
10-05-2025 06:00:00,31.26666667,32.08319579431721
10-05-2025 07:00:00,34.1,36.20695893877155
10-05-2025 08:00:00,34.2,35.681258202772355
10-05-2025 09:00:00,34.3,32.105027645482004
10-05-2025 10:00:00,34.4,33.88970339253771
10-05-2025 11:00:00,34.26666667,34.151794769631486
10-05-2025 12:00:00,34.13333333,35.750734552824255
10-05-2025 13:00:00,34.0,32.243011542011466
10-05-2025 14:00:00,32.76666667,31.66367931971487
10-05-2025 15:00:00,31.53333333,28.619841184761054
10-05-2025 16:00:00,30.3,27.525590338115663
10-05-2025 17:00:00,29.7,30.711711547034984
10-05-2025 18:00:00,29.1,32.199905277648206
10-05-2025 19:00:00,28.5,27.480380796911575
10-05-2025 20:00:00,27.56666667,29.174034514724944
10-05-2025 21:00:00,26.63333333,26.79787177757988
10-05-2025 22:00:00,25.7,24.703368643803024
10-05-2025 23:00:00,25.7,26.19090875744424
11-05-2025 00:00:00,25.7,29.03604412255104
11-05-2025 01:00:00,25.7,24.55618022049449
11-05-2025 02:00:00,26.06666667,29.08647745232083
11-05-2025 03:00:00,26.43333333,21.070855998546282
11-05-2025 04:00:00,26.8,28.178610816775116
11-05-2025 05:00:00,29.33333333,29.695903841395882
11-05-2025 06:00:00,31.86666667,30.498557483469924
11-05-2025 07:00:00,34.4,35.02582319841861
11-05-2025 08:00:00,35.26666667,32.17431793825285
11-05-2025 09:00:00,36.13333333,34.93476515229941
11-05-2025 10:00:00,37.0,36.923867352155355
11-05-2025 11:00:00,36.66666667,40.22942140335055
11-05-2025 12:00:00,36.33333333,35.833120716798376
11-05-2025 13:00:00,36.0,33.47373095046866
11-05-2025 14:00:00,34.6,32.81000496353755
11-05-2025 15:00:00,33.2,34.468535538478704
11-05-2025 16:00:00,31.8,31.24390868174695
11-05-2025 17:00:00,31.0,28.939932868184606
11-05-2025 18:00:00,30.2,30.281769046141452
11-05-2025 19:00:00,29.4,28.773889166709235
11-05-2025 20:00:00,29.06666667,30.65870943290063
11-05-2025 21:00:00,28.73333333,27.006288696112172
11-05-2025 22:00:00,28.4,28.153807875877757
11-05-2025 23:00:00,28.13333333,26.405612725582497
12-05-2025 00:00:00,27.86666667,24.958432163054592
12-05-2025 01:00:00,27.6,27.72406820474692
12-05-2025 02:00:00,28.13333333,28.261893575922024
12-05-2025 03:00:00,28.66666667,28.645101952193343
12-05-2025 04:00:00,29.2,27.69672151756078
12-05-2025 05:00:00,30.0,26.863522381555125
12-05-2025 06:00:00,30.8,29.598885025775505
12-05-2025 07:00:00,31.6,30.74525600073622
12-05-2025 08:00:00,32.53333333,30.596382567894974
12-05-2025 09:00:00,33.46666667,34.21114986987138
12-05-2025 10:00:00,34.4,34.35469126930655
12-05-2025 11:00:00,34.46666667,37.56573784258175
12-05-2025 12:00:00,34.53333333,34.01763047382412
12-05-2025 13:00:00,34.6,34.29873846937782
12-05-2025 14:00:00,33.13333333,32.12727698495695
12-05-2025 15:00:00,31.66666667,27.95278874297546
12-05-2025 16:00:00,30.2,30.53314143471434
12-05-2025 17:00:00,29.26666667,28.675857867316356
12-05-2025 18:00:00,28.33333333,32.615431327006306
12-05-2025 19:00:00,27.4,26.865334242718202
12-05-2025 20:00:00,27.0,26.97483450934456
12-05-2025 21:00:00,26.6,26.47702333545062
12-05-2025 22:00:00,26.2,23.512354186686217
12-05-2025 23:00:00,25.66666667,26.956780089531414
13-05-2025 00:00:00,25.13333333,27.076942014070816
13-05-2025 01:00:00,24.6,26.731103832294266
